GENDER,MARSTAT,PC,MOVE,HEALTH,NEWSPAP,CLUB,POLITICS,JOBLEVEL,EDUCAT,OWNHOUSE,URBAN,AGE3,AGE13,REGION,PHONE,HOUSEVAL,PNONNAT1,PNONNAT2,SOCALL,DISABALL,UNEMPALL,ALLOWAN,HASJOB,NONNATIV,EMPLOYED,RELIGION,MARRIED,CHILDREN,HHSIZE,HHTYPE,KEYNUM,ETHNIC,RESP1,RESULT,RESPONSE,PROB,POPWGT
1,4,,,,,,,,,,1,1,8,25,0,6,2,1,0,1,0,1,0,0,3,,0,0,2,2,**,0,0,3,0,0.29634,399.76
1,2,,,,,,,,,,1,2,11,25,0,1,5,4,0,0,0,0,1,1,3,,1,0,1,1,**,1,0,2,0,0.23511,402.77
2,4,,,,,,,,,,2,1,8,24,0,3,1,1,0,0,0,0,0,0,3,,0,1,4,3,**,0,0,0,0,0.50404,331.04
2,3,,,,,,,,,,1,3,15,25,1,3,8,6,0,0,0,0,0,1,3,,0,0,1,1,**,2,0,0,0,0.39223,405.62
1,1,1,1,2,2,2,2,20,30,2,4,1,7,21,0,4,2,1,1,0,0,1,0,0,3,1,0,0,1,1,**,0,1,1,1,0.45012,408.79
1,2,1,5,1,2,2,2,4,35,2,3,1,8,24,0,5,5,4,0,0,0,0,1,0,1,1,1,1,4,3,**,0,0,1,1,0.62038,402.63
1,1,,,,,,,,,,2,1,6,22,0,3,4,4,0,0,0,0,1,0,3,,0,1,5,3,**,0,0,3,0,0.53747,381.20
1,1,,,,,,,,,,5,2,11,21,1,8,1,1,0,0,1,1,1,0,3,,0,0,2,2,**,0,0,3,0,0.62615,357.99
2,2,2,1,3,1,2,4,20,35,2,1,3,14,25,1,4,4,4,0,1,0,1,0,0,3,3,1,0,2,2,**,0,1,1,1,0.50034,398.23
1,1,1,1,2,2,1,3,20,45,2,3,1,5,24,1,3,3,2,0,0,0,0,1,0,2,2,0,1,4,3,**,0,1,1,1,0.73587,409.88
1,2,1,2,2,1,2,2,8,60,2,2,2,10,23,1,6,3,2,0,0,0,0,1,1,1,1,1,1,4,3,**,2,1,1,1,0.60746,357.76
1,1,1,2,2,1,1,2,20,40,1,2,1,7,23,1,4,4,1,0,0,0,0,0,0,3,1,0,0,1,1,**,0,0,1,1,0.48917,392.38
1,2,,,,,,,,,,2,3,13,24,1,8,3,1,0,0,0,0,1,0,3,,1,1,3,3,**,0,0,3,0,0.63467,368.05
1,2,2,1,2,1,1,2,20,45,1,5,3,16,24,1,6,1,1,0,0,0,0,0,0,3,2,1,0,2,2,**,0,1,1,1,0.68875,395.88
1,2,,,,,,,,,,3,3,13,22,1,2,4,3,0,0,1,1,0,1,3,,1,1,3,3,**,1,0,3,0,0.45214,405.05
2,2,2,1,3,1,1,2,20,30,1,2,3,13,24,0,7,4,1,0,1,0,1,0,0,3,2,1,0,2,2,**,0,1,1,1,0.51045,362.15
1,2,2,1,2,1,2,1,20,40,1,2,3,17,24,1,12,2,1,0,0,0,0,0,0,3,3,1,0,2,2,**,0,1,1,1,0.60205,364.09
2,2,1,3,2,2,2,2,20,10,2,2,2,11,24,0,4,2,1,0,0,0,0,0,0,3,2,1,1,5,3,**,0,1,1,1,0.58624,362.69
2,4,,,,,,,,,,4,1,7,22,1,8,1,1,0,0,0,0,1,0,3,,0,0,1,1,**,0,0,3,0,0.64739,390.78
2,3,,,,,,,,,,2,3,17,23,1,7,2,1,0,0,0,0,0,0,3,,0,0,1,1,**,0,0,0,0,0.48908,403.66
2,3,,,,,,,,,,3,3,16,24,0,4,1,1,0,0,0,0,0,0,3,,0,0,1,1,**,0,0,3,0,0.50144,378.04
1,1,,,,,,,,,,1,2,9,25,0,4,6,6,0,0,0,0,1,0,3,,0,1,3,3,**,0,0,3,0,0.31618,385.45
2,2,2,1,2,1,2,4,20,35,1,5,2,12,21,1,4,1,1,0,0,0,0,1,0,2,5,1,1,3,3,**,0,1,1,1,0.69109,379.83
2,2,,,,,,,,,,1,1,7,23,1,4,6,5,1,0,0,1,0,1,3,,1,1,4,3,**,1,0,4,0,0.46769,385.36
1,2,2,5,3,1,1,1,6,50,1,3,3,16,24,1,11,1,1,0,0,0,0,0,0,1,5,1,0,2,2,**,0,1,1,1,0.66713,401.83
2,1,1,4,2,2,2,2,20,50,2,2,1,7,23,1,4,2,1,1,0,0,1,0,0,3,1,0,0,1,1,**,0,1,1,1,0.51538,364.49
1,2,,,,,,,,,,5,3,16,21,1,3,1,1,0,0,0,0,0,0,3,,1,1,5,3,**,0,0,3,0,0.73261,357.33
1,2,,,,,,,,,,3,2,11,24,1,9,1,1,0,0,0,0,1,0,3,,1,1,3,3,**,0,0,2,0,0.67136,418.56
1,2,,,,,,,,,,1,3,15,25,0,3,6,6,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,3,0,0.37348,410.30
1,2,,,,,,,,,,1,2,12,25,0,2,7,6,0,0,0,0,1,0,3,,1,1,3,3,**,0,0,3,0,0.35170,384.12
1,2,,,,,,,,,,4,1,8,22,1,7,1,1,0,0,0,0,1,0,3,,1,1,5,3,**,0,0,3,0,0.75509,356.56
1,4,,,,,,,,,,2,2,10,23,1,7,1,1,0,0,0,0,1,0,3,,0,0,1,1,**,0,0,3,0,0.55115,373.45
1,2,,,,,,,,,,2,2,12,23,1,6,5,3,0,0,0,0,1,1,3,,1,1,3,3,**,4,0,3,0,0.56896,416.83
2,2,,,,,,,,,,1,1,7,23,0,3,6,6,1,0,0,1,0,1,3,,1,1,4,3,**,1,0,4,0,0.35171,372.32
1,1,2,1,2,1,1,4,2,35,1,5,1,7,22,1,6,1,1,0,0,0,0,1,0,1,3,0,1,5,3,**,0,1,1,1,0.69908,402.47
2,4,2,4,1,2,2,4,2,30,2,1,1,8,25,1,1,5,3,0,0,0,0,1,1,1,1,0,0,1,1,**,1,1,1,1,0.31081,372.23
1,1,2,1,2,2,1,4,4,45,1,5,1,7,24,1,8,1,1,0,0,0,0,1,0,1,2,0,0,2,2,**,0,1,1,1,0.64147,380.59
2,2,2,1,3,1,1,1,20,10,2,4,3,16,24,1,9,1,1,0,0,0,0,0,0,3,2,1,0,4,2,**,0,1,1,1,0.73845,406.69
1,2,1,1,1,1,1,2,8,60,1,1,2,12,23,1,10,2,1,0,0,0,0,0,0,1,1,1,1,4,3,**,0,1,1,1,0.58250,350.43
1,2,1,1,2,1,2,3,1,45,1,3,2,11,23,1,6,1,1,0,0,0,0,1,0,1,2,1,1,4,3,**,0,0,1,1,0.64983,368.70
1,2,,,,,,,,,,3,3,14,22,1,9,1,1,0,0,0,0,1,0,3,,1,0,2,2,**,0,0,3,0,0.70017,384.94
2,4,,,,,,,,,,2,2,10,23,1,5,4,1,0,0,1,1,1,0,3,,0,1,3,3,**,0,0,2,0,0.56816,397.38
1,1,2,1,2,1,2,3,20,45,1,3,3,15,22,1,9,1,1,0,0,0,0,0,0,3,2,0,0,2,5,**,0,0,1,1,0.49669,379.11
1,2,2,1,2,1,1,2,2,10,1,2,2,12,22,1,5,4,2,0,0,0,0,1,0,1,2,1,0,2,2,**,0,1,1,1,0.64346,380.62
2,1,,,,,,,,,,1,1,5,25,1,4,2,1,0,0,0,0,1,0,3,,0,1,4,3,**,0,0,3,0,0.59129,369.15
2,2,2,1,4,1,2,2,20,40,2,2,3,17,22,1,1,2,1,0,0,0,0,0,0,3,3,1,0,2,2,**,0,0,1,1,0.63113,354.96
2,2,1,1,3,1,1,2,6,50,1,1,2,11,23,0,9,2,1,0,0,0,0,1,0,1,5,1,0,2,2,**,0,1,1,1,0.52459,413.14
1,2,,,,,,,,,,1,3,15,25,1,4,3,1,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,3,0,0.49119,380.47
2,4,1,1,2,2,2,4,4,10,2,2,1,8,23,0,2,3,2,0,0,0,0,1,1,1,1,0,0,1,1,**,2,1,1,1,0.40743,407.92
2,2,1,1,2,1,1,3,20,45,1,4,1,8,22,1,7,1,1,0,0,0,0,0,0,2,3,1,1,5,3,**,0,0,1,1,0.74222,382.63
1,1,,,,,,,,,,3,1,8,23,1,5,2,1,0,0,0,0,1,0,3,,0,1,4,3,**,0,0,3,0,0.60221,412.05
2,2,2,1,2,2,2,3,4,45,1,2,1,8,22,1,5,1,1,0,0,0,0,1,0,1,1,1,1,4,3,**,0,1,1,1,0.73064,372.47
2,2,1,2,2,1,1,3,20,45,1,4,2,10,23,1,7,1,1,0,0,0,0,0,0,3,2,1,1,5,3,**,0,1,1,1,0.68923,379.75
2,2,2,4,5,1,2,4,20,10,2,4,3,14,24,1,5,4,1,0,1,0,1,0,1,3,2,1,1,3,3,**,2,1,1,1,0.62999,408.73
2,2,2,1,3,2,2,4,4,45,1,5,2,9,24,0,6,1,1,0,0,0,0,1,0,1,2,1,1,2,4,**,0,1,1,1,0.62597,353.48
1,2,1,1,1,1,1,2,6,40,1,4,2,10,23,1,6,2,1,0,0,0,0,1,0,1,1,1,1,3,3,**,0,1,1,1,0.64152,409.75
2,3,,,,,,,,,,3,3,16,23,1,11,2,1,0,0,0,0,0,0,3,,0,0,1,1,**,0,0,3,0,0.55910,381.41
2,2,1,1,3,1,2,3,2,45,1,5,2,10,24,1,5,2,1,0,0,0,0,1,0,1,2,1,1,5,3,**,0,1,1,1,0.78805,398.11
2,1,1,4,2,2,2,3,2,45,1,2,1,7,24,0,5,2,1,0,0,0,0,1,0,1,1,0,0,2,2,**,0,1,1,1,0.50178,377.24
1,2,2,2,2,2,2,3,20,10,2,3,3,16,21,1,3,2,1,0,0,0,0,0,0,3,3,1,0,2,2,**,0,0,1,1,0.66058,405.85
1,2,,,,,,,,,,1,2,10,25,1,9,5,1,0,0,0,0,1,1,3,,1,1,3,3,**,2,0,4,0,0.46778,388.77
1,1,1,4,2,2,1,4,20,10,2,4,1,5,21,0,2,4,4,0,0,0,0,1,1,2,4,0,1,5,3,**,1,1,1,1,0.49001,370.34
2,2,,,,,,,,,,5,2,9,22,1,9,1,1,0,0,0,0,0,0,3,,1,1,4,3,**,0,0,0,0,0.72753,368.09
2,1,2,1,1,1,2,3,4,45,1,5,1,8,22,1,6,1,1,0,0,0,0,1,0,1,1,0,0,2,2,**,0,1,1,1,0.68412,400.09
2,2,1,1,4,2,1,2,4,30,1,3,2,9,22,1,8,1,1,0,0,0,0,1,0,1,1,1,1,4,3,**,0,1,1,1,0.74200,382.17
2,4,1,1,4,1,1,2,6,50,2,2,2,11,23,0,6,1,1,0,0,0,0,1,0,1,3,0,1,3,4,**,0,1,1,1,0.44324,353.43
1,1,,,,,,,,,,1,1,7,25,0,9,5,1,0,0,0,0,0,0,3,,0,0,1,1,**,0,0,2,0,0.28154,376.53
2,2,1,1,3,1,1,3,4,30,1,2,2,11,23,0,6,1,1,0,0,0,0,1,0,1,1,1,1,3,3,**,0,1,1,1,0.49711,389.76
1,2,1,2,2,1,1,4,4,50,2,4,2,11,24,1,6,4,3,0,0,0,0,0,0,1,2,1,1,4,3,**,0,1,1,1,0.66846,390.75
1,4,1,1,1,2,2,3,4,45,2,2,3,15,23,0,2,5,4,0,0,0,0,0,0,1,1,0,0,1,1,**,0,1,1,1,0.39695,367.35
2,2,1,1,2,1,2,2,4,45,1,4,2,11,22,1,10,1,1,0,0,0,0,1,0,1,2,1,1,4,3,**,0,1,1,1,0.73057,405.58
2,2,2,1,2,2,2,3,2,45,1,3,1,8,22,1,7,1,1,0,0,0,0,1,0,1,1,1,1,3,3,**,0,0,1,1,0.71950,388.78
1,2,,,,,,,,,,3,2,9,21,1,6,1,1,0,0,0,0,1,0,3,,1,1,3,3,**,0,0,2,0,0.67911,412.45
2,2,,,,,,,,,,3,2,9,24,1,7,1,1,0,0,0,0,0,0,3,,1,1,5,3,**,0,0,0,0,0.72980,390.21
1,2,2,4,2,2,1,3,20,35,2,4,3,13,24,1,6,1,1,0,1,1,1,0,0,3,1,1,0,2,2,**,0,0,1,1,0.62791,389.09
2,2,,,,,,,,,,2,1,8,22,1,1,4,3,0,0,0,0,1,0,3,,1,0,2,2,**,0,0,0,0,0.70756,388.60
1,1,1,1,1,1,1,1,4,45,1,3,1,8,21,1,9,1,1,0,0,0,0,0,0,1,1,0,0,1,1,**,0,1,1,1,0.58516,364.07
2,2,,,,,,,,,,2,2,11,23,0,3,5,3,0,0,0,0,0,0,3,,1,1,5,3,**,0,0,3,0,0.52451,382.24
1,2,,,,,,,,,,3,2,9,24,1,6,1,1,0,0,0,0,1,0,3,,1,1,5,3,**,0,0,0,0,0.74307,364.75
2,2,1,1,2,1,2,2,20,45,1,5,2,11,23,1,9,1,1,0,0,0,0,0,0,3,3,1,1,4,3,**,0,1,1,1,0.65677,390.23
2,2,1,1,4,1,1,1,2,60,1,5,2,10,21,1,7,1,1,0,0,0,0,1,0,1,3,1,1,5,3,**,0,1,1,1,0.78311,374.59
2,3,,,,,,,,,,3,3,17,23,0,8,1,1,0,0,0,0,0,0,3,,0,0,1,1,**,0,0,3,0,0.39475,396.62
1,2,1,1,1,1,1,3,6,60,1,4,1,8,23,1,7,3,1,0,0,0,0,1,1,1,1,1,0,2,2,**,4,1,1,1,0.64796,344.86
2,1,1,1,2,2,1,2,6,40,1,1,1,7,25,1,5,4,1,0,0,0,0,1,1,1,1,0,0,2,2,**,4,0,1,1,0.45589,353.80
2,2,1,1,2,1,1,3,4,30,1,5,2,9,21,1,6,1,1,0,1,0,1,1,0,1,3,1,1,3,3,**,0,1,1,1,0.72184,382.57
1,2,1,1,1,2,2,3,4,45,1,2,1,7,23,0,5,1,1,0,0,0,0,1,0,1,1,1,1,3,3,**,0,1,1,1,0.48006,402.99
2,2,,,,,,,,,,4,2,9,24,1,7,1,1,0,0,0,0,0,0,3,,1,1,5,3,**,0,0,3,0,0.73096,389.24
2,1,,,,,,,,,,2,1,6,24,0,4,2,1,0,0,0,0,0,1,3,,0,0,1,1,**,4,0,2,0,0.45318,349.46
2,3,,,,,,,,,,1,3,17,25,1,2,1,1,0,0,0,0,0,0,3,,0,0,1,1,**,0,0,4,0,0.38814,396.70
2,1,,,,,,,,,,4,1,6,22,1,8,1,1,0,0,0,0,1,0,3,,0,1,3,3,**,0,0,0,0,0.63609,399.32
2,3,2,1,5,2,2,2,20,10,2,1,3,17,23,1,3,3,3,0,0,0,0,0,0,3,2,0,0,1,1,**,0,1,1,1,0.50659,362.78
2,1,,,,,,,,,,2,1,7,23,0,2,5,4,0,0,0,0,1,0,3,,0,0,1,1,**,0,0,2,0,0.43850,383.66
2,3,2,1,3,2,1,4,20,10,2,4,3,17,24,1,3,4,3,0,0,0,0,0,0,3,2,0,0,1,1,**,0,1,1,1,0.57710,393.21
2,2,1,1,1,1,2,1,8,40,1,4,2,12,24,1,8,1,1,0,0,0,0,0,0,1,2,1,1,3,3,**,0,1,1,1,0.63834,341.81
2,1,,,,,,,,,,2,1,5,24,1,8,2,1,0,0,0,0,0,0,3,,0,1,3,4,**,0,0,3,0,0.68897,373.52
1,2,1,1,2,1,2,2,4,50,1,2,1,7,22,1,7,2,1,0,0,0,0,1,0,1,3,1,0,2,2,**,0,1,1,1,0.67056,404.41
2,1,1,1,2,1,2,2,1,35,1,4,1,7,21,1,7,1,1,0,0,1,1,1,0,1,3,0,1,4,3,**,0,1,1,1,0.66339,374.88
2,1,2,1,2,1,2,4,1,35,2,5,2,9,22,1,7,1,1,0,0,0,0,1,0,1,2,0,0,2,2,**,0,1,1,1,0.67543,341.76
1,2,1,1,3,2,2,4,2,10,1,3,2,9,22,1,7,1,1,0,1,0,1,1,0,1,1,1,1,5,3,**,0,0,1,1,0.74653,373.94
1,1,,,,,,,,,,1,1,8,25,0,5,6,3,0,0,0,0,1,0,3,,0,0,2,2,**,0,0,3,0,0.33369,394.31
2,2,1,2,2,1,1,2,20,45,1,2,2,10,24,1,11,1,1,0,0,0,0,0,0,3,2,1,1,5,3,**,0,1,1,1,0.71961,384.41
2,1,2,1,3,1,2,2,20,40,2,1,3,15,25,0,2,5,4,0,0,0,0,0,1,3,1,0,0,1,1,**,4,1,1,1,0.32539,373.23
1,2,,,,,,,,,,5,2,12,23,0,4,5,3,0,0,0,0,1,1,3,,1,1,4,3,**,1,0,3,0,0.36910,367.10
2,3,,,,,,,,,,1,3,15,25,1,8,1,1,0,0,0,0,0,0,3,,0,0,1,1,**,0,0,3,0,0.43963,347.94
1,2,2,1,3,1,1,2,20,10,1,3,3,15,24,1,8,1,1,0,0,0,0,0,0,3,2,1,0,2,2,**,0,1,1,1,0.67368,375.17
1,2,,,,,,,,,,4,3,14,24,1,6,4,1,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,3,0,0.65983,382.57
2,2,1,5,2,1,2,2,4,45,1,5,2,9,23,1,7,3,1,0,0,0,0,1,0,1,3,1,1,3,3,**,0,1,1,1,0.67538,365.00
1,1,2,4,2,1,2,1,4,50,1,4,2,10,22,1,9,1,1,0,0,0,0,0,0,1,2,0,1,2,4,**,0,0,1,1,0.59461,379.71
1,2,2,1,1,2,1,4,2,10,2,2,1,8,24,1,2,3,2,0,0,0,0,1,0,1,2,1,1,4,3,**,0,0,1,1,0.70575,387.29
2,2,2,1,1,1,2,3,4,30,1,3,2,12,23,1,7,1,1,0,0,0,0,1,0,1,1,1,1,4,3,**,0,1,1,1,0.65464,420.99
1,2,2,1,2,1,2,2,6,50,1,5,2,12,23,1,5,1,1,0,0,0,0,1,0,1,2,1,1,3,3,**,0,1,1,1,0.61760,365.00
1,2,1,1,1,1,1,4,8,45,2,2,2,10,23,0,7,3,1,0,0,0,0,1,1,1,1,1,1,4,3,**,4,1,1,1,0.53632,391.12
1,4,1,1,2,2,1,2,2,35,1,2,2,12,23,1,4,2,1,0,0,0,0,1,0,1,3,0,0,1,1,**,0,1,1,1,0.50240,397.60
1,2,,,,,,,,,,4,1,8,24,1,7,1,1,0,0,0,0,1,0,3,,1,1,4,3,**,0,0,3,0,0.72693,364.53
1,2,2,2,4,1,2,2,20,10,2,2,2,9,24,0,4,2,1,1,0,0,1,0,1,3,4,1,1,3,3,**,1,0,1,1,0.34022,384.01
1,2,,,,,,,,,,4,2,11,21,1,4,1,1,0,0,0,0,1,0,3,,1,1,4,3,**,0,0,3,0,0.69954,401.66
1,1,1,4,2,2,2,3,2,35,1,4,1,6,23,1,6,1,1,0,0,0,0,1,0,1,1,0,1,4,3,**,0,0,1,1,0.58403,409.20
1,2,,,,,,,,,,2,2,9,23,1,7,1,1,0,0,0,0,0,0,3,,1,1,4,3,**,0,0,3,0,0.60141,374.25
1,1,2,5,1,1,2,2,8,60,2,2,1,7,22,1,6,1,1,0,0,0,0,1,0,1,5,0,0,2,2,**,0,0,1,1,0.59929,332.63
1,2,,,,,,,,,,1,3,17,25,1,3,2,2,0,0,0,0,0,0,3,,1,1,3,3,**,0,0,4,0,0.42857,374.23
2,2,,,,,,,,,,2,3,13,22,1,6,1,1,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,3,0,0.63229,389.79
2,2,,,,,,,,,,5,2,10,24,1,7,2,1,0,0,0,0,0,0,3,,1,1,5,3,**,0,0,3,0,0.75768,402.16
1,1,,,,,,,,,,4,2,10,21,1,5,4,3,0,0,0,0,1,0,3,,0,1,2,4,**,0,0,3,0,0.62452,392.09
1,1,1,1,2,1,2,1,6,50,1,4,1,7,23,1,6,2,2,0,0,0,0,1,0,1,1,0,0,2,2,**,0,1,1,1,0.55929,378.76
1,2,2,1,2,1,1,3,20,45,1,2,3,14,23,1,6,2,1,0,0,0,0,0,0,3,2,1,0,2,2,**,0,1,1,1,0.57638,386.70
2,2,,,,,,,,,,3,2,9,24,1,6,1,1,0,0,1,1,1,0,3,,1,1,4,3,**,0,0,0,0,0.73850,367.09
2,2,1,1,3,1,1,1,4,45,1,5,2,12,21,1,2,1,1,0,0,0,0,0,0,1,3,1,1,3,3,**,0,1,1,1,0.65293,375.09
2,2,,,,,,,,,,4,3,16,22,1,4,1,1,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,3,0,0.69512,368.34
2,2,1,2,4,1,1,1,20,10,2,3,3,14,22,1,4,1,1,0,0,0,0,0,0,3,3,1,0,2,2,**,0,0,1,1,0.68562,353.75
2,2,,,,,,,,,,2,2,10,23,1,7,1,1,0,0,0,0,1,0,3,,1,1,4,3,**,0,0,3,0,0.67630,357.01
1,2,2,1,1,2,1,2,4,45,1,5,3,13,22,1,5,3,1,0,0,0,0,1,1,1,2,1,0,2,2,**,2,1,1,1,0.64853,355.82
1,2,2,1,4,1,1,3,20,10,2,1,3,17,25,1,4,3,3,0,0,0,0,0,0,3,1,1,0,1,1,**,0,0,1,1,0.43738,414.21
1,1,1,2,2,1,2,2,20,10,1,1,1,5,25,1,11,3,1,0,0,0,0,0,0,3,2,0,1,4,3,**,0,1,1,1,0.52278,381.64
2,4,,,,,,,,,,1,2,9,25,0,3,1,1,0,0,0,0,1,0,3,,0,0,2,2,**,0,0,3,0,0.34829,374.85
2,4,,,,,,,,,,5,2,11,23,1,6,1,1,0,0,0,0,1,0,3,,0,1,3,4,**,0,0,3,0,0.61099,414.31
2,2,,,,,,,,,,2,3,17,23,1,5,5,3,0,0,0,0,0,1,3,,1,0,2,2,**,2,0,3,0,0.51832,384.26
2,1,1,1,2,2,2,3,20,10,2,5,1,8,21,1,5,2,2,0,1,0,1,0,0,3,3,0,0,2,2,**,0,1,1,1,0.63459,394.24
2,3,,,,,,,,,,2,3,17,24,0,4,5,3,0,0,0,0,0,0,3,,0,0,1,1,**,0,0,0,0,0.43157,402.26
1,2,1,2,3,1,2,2,4,45,1,4,2,11,22,1,6,1,1,0,0,0,0,0,0,1,2,1,0,2,2,**,0,1,1,1,0.64682,335.00
2,1,2,1,2,2,2,4,20,50,2,2,2,9,24,0,4,4,1,1,0,0,1,0,1,3,4,0,1,2,4,**,1,1,1,1,0.29910,399.20
2,1,,,,,,,,,,5,2,9,21,1,3,2,2,0,1,0,1,0,0,3,,0,1,2,4,**,0,0,4,0,0.61921,404.85
1,2,1,1,2,1,2,2,4,35,1,2,2,11,23,1,7,3,2,0,0,0,0,1,0,1,1,1,1,3,3,**,0,1,1,1,0.59040,377.96
1,2,,,,,,,,,,3,3,13,23,1,6,2,1,1,0,0,1,1,0,3,,1,0,2,2,**,0,0,3,0,0.60834,388.49
2,1,,,,,,,,,,1,1,7,25,0,3,5,1,0,0,0,0,1,1,3,,0,0,1,1,**,4,0,2,0,0.34005,402.00
2,2,1,4,2,2,2,1,4,40,2,1,2,9,25,0,3,2,2,0,0,0,0,0,1,1,2,1,0,2,2,**,2,1,1,1,0.33473,365.78
2,2,,,,,,,,,,2,2,9,23,1,7,2,1,0,0,0,0,1,0,3,,1,1,4,3,**,0,0,3,0,0.66585,378.90
2,1,1,4,2,1,2,2,20,45,2,2,1,8,22,0,2,1,1,1,0,0,1,1,0,2,3,0,1,2,4,**,0,1,1,1,0.51684,383.52
1,2,,,,,,,,,,4,2,10,24,1,7,1,1,0,0,0,0,1,0,3,,1,1,4,3,**,0,0,3,0,0.72840,419.72
1,2,,,,,,,,,,3,3,16,22,1,3,3,2,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,3,0,0.67116,357.72
1,1,,,,,,,,,,5,1,6,22,1,9,1,1,0,0,0,0,1,0,3,,0,1,4,3,**,0,0,3,0,0.66841,380.34
1,2,1,1,2,1,1,2,6,50,1,2,2,10,22,1,8,1,1,0,0,0,0,1,0,1,1,1,1,4,3,**,0,1,1,1,0.71104,388.36
1,3,,,,,,,,,,4,3,16,24,1,8,1,1,0,0,0,0,0,0,3,,0,0,1,1,**,0,0,3,0,0.59600,401.31
1,2,,,,,,,,,,3,3,14,21,1,3,2,1,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,3,0,0.65187,357.11
1,2,1,1,2,1,1,4,20,45,2,1,3,16,25,1,6,2,2,0,0,0,0,0,0,3,1,1,0,2,2,**,0,1,1,1,0.48378,386.47
2,1,1,1,2,2,1,2,20,50,2,2,1,6,22,1,5,2,1,0,0,0,0,0,0,2,1,0,0,1,1,**,0,1,1,1,0.57854,395.28
1,1,1,1,2,2,2,1,4,10,1,1,1,5,25,1,2,7,6,0,0,0,0,0,1,1,4,0,1,4,3,**,3,1,1,1,0.43387,377.04
1,1,1,5,2,2,1,3,4,45,1,3,1,7,22,0,6,1,1,0,0,0,0,1,0,1,1,0,1,4,3,**,0,0,1,1,0.53324,383.68
2,2,,,,,,,,,,2,2,10,24,1,5,2,1,0,0,0,0,1,0,3,,1,1,4,3,**,0,0,0,0,0.72852,387.55
1,1,,,,,,,,,,1,1,7,23,1,3,2,2,0,0,0,0,1,0,3,,0,0,1,1,**,0,0,2,0,0.54983,393.68
1,3,,,,,,,,,,4,3,15,24,0,4,1,1,0,0,0,0,0,0,3,,0,0,3,2,**,0,0,3,0,0.50454,386.56
1,2,1,1,3,2,2,2,20,35,2,1,3,16,23,1,6,1,1,0,0,0,0,0,0,3,3,1,0,2,2,**,0,1,1,1,0.60266,369.03
1,2,1,1,2,1,2,3,6,50,1,3,2,11,22,0,4,1,1,0,0,0,0,1,0,1,1,1,0,2,2,**,0,1,1,1,0.57209,373.95
2,3,2,1,5,2,1,2,20,35,2,2,3,15,24,1,3,2,1,0,0,0,0,0,1,3,2,0,0,1,1,**,4,0,1,1,0.60222,375.60
1,2,,,,,,,,,,3,2,10,24,0,7,2,1,0,0,0,0,0,1,3,,1,0,2,2,**,4,0,2,0,0.55148,359.75
1,2,,,,,,,,,,1,2,11,23,1,6,1,1,0,0,0,0,1,0,3,,1,0,2,2,**,0,0,3,0,0.61672,364.10
1,2,1,1,2,2,2,3,2,35,1,4,2,9,24,1,7,1,1,0,0,0,0,1,0,1,2,1,1,4,3,**,0,0,1,1,0.71894,381.69
1,2,,,,,,,,,,2,2,11,24,1,6,1,1,0,0,0,0,1,0,3,,1,1,4,3,**,0,0,0,0,0.68357,389.85
2,2,,,,,,,,,,2,2,11,23,0,5,2,1,0,0,0,0,1,0,3,,1,1,4,3,**,0,0,3,0,0.53561,384.40
1,1,2,4,2,2,2,2,1,45,2,1,1,6,25,0,1,7,6,0,0,0,0,1,1,1,4,0,0,1,1,**,1,1,1,1,0.18778,369.99
2,2,2,1,2,2,2,4,20,35,1,2,1,7,23,1,8,1,1,0,0,0,0,0,0,3,1,1,1,3,3,**,0,0,1,1,0.58271,396.52
1,4,,,,,,,,,,1,3,15,25,0,4,5,3,0,0,0,0,0,0,3,,0,0,1,1,**,0,0,3,0,0.30372,378.44
2,2,2,1,2,1,2,2,2,30,1,5,2,10,24,1,8,1,1,0,0,0,0,1,0,1,2,1,0,2,2,**,0,1,1,1,0.74464,387.26
1,2,2,1,2,1,2,4,20,10,2,5,3,17,24,1,5,1,1,0,0,0,0,0,0,3,1,1,0,2,2,**,0,1,1,1,0.64827,352.29
2,2,1,2,2,2,1,4,20,40,1,4,1,8,22,1,6,1,1,0,0,0,0,1,0,2,3,1,1,4,3,**,0,1,1,1,0.75066,384.04
2,1,2,1,2,1,2,2,4,50,1,5,1,8,21,1,4,1,1,0,0,0,0,1,0,1,3,0,0,2,2,**,0,0,1,1,0.67375,402.43
2,1,1,1,1,1,1,2,20,50,1,1,1,7,25,1,6,4,1,0,0,0,0,0,0,3,3,0,0,2,2,**,0,0,1,1,0.41440,413.07
1,2,1,1,2,1,2,2,2,35,1,4,3,13,22,1,9,1,1,0,0,0,0,1,0,1,3,1,1,5,3,**,0,1,1,1,0.72266,377.34
2,1,,,,,,,,,,2,2,10,24,1,6,5,1,0,0,0,0,1,0,3,,0,0,1,1,**,0,0,0,0,0.63657,391.93
2,2,2,1,1,2,2,3,20,35,1,3,1,8,23,0,5,2,1,0,0,1,1,0,0,3,1,1,1,4,3,**,0,1,1,1,0.54301,341.13
